,Description,Stars,Reviews,Price,Amazon prime,Best seller
344,"L'Oreal Paris Botanicals Mascarilla Infusión de Nutrición, para cabellos secos - 200 ml","4,2",211,"5,99",Yes,No
345,"Spritumn 50 Piezas Niños Protección Desechable Transpirables, infantil de Dibujos Animados 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 para Actividades al Aire Libre, Escuela (Multicolor A)",,,"3,91",No,No
346,"[2 en 1] Soporte para mascarilla y Salvaorejas para mascarillas [20 PCS] GXZOCK 3D soporte mascarilla [Facilita la respiración], Protector orejas mascarillas [Alivio del dolor de oído] [reutilizable]",,,"12,99",No,No
347,Cinsey 8pcs Marco de Soporte Interno para Mascrilla 4pcs Salvaorejas Mascarilla Ajustable Soporte Cojín Interior 3D Aumento de Distancia entre Nariz y Boca,"4,0",18,"7,99",Yes,No
348,"Mascarilla Exfoliante Facial,Mascarillas Exfoliantes y Limpiadoras,Peel Off Máscara,Mascarilla Puntos Negros,Deep Cleansing Mascarilla Exfoliante Limpiadora contra Puntos Negros y Acné para","3,8",589,"15,99",Yes,No
349,"Mascarilla higiénica,certificada y reutilizable con 10 filtros de un solo uso. Linea Colours. Talla S/M de adulto","3,4",104,"16,95",Yes,No
350,"12 unidades: 5 negros, 3 blancos, 2 rojos, 1 gris, 1 azul, reutilizables y lavables","4,0",13,"14,99",Yes,No
351,Pack Mascarillas de Tela Reutilizable Homologadas - Infantil Rosa/Azul/Blanca,"4,3",20,"19,99",Yes,No
352,"Paquete de 4 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 transparente, 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬 bucal de algodón reutilizable lavable, cubre pañuelos de protección, escudos con ventana transparente y orejeras ajustables","2,6",13,"8,99",Yes,No
353,YueLove 50 Piezas Niños para infantil de Dibujos Animados para Actividades al Aire Libre,"4,9",9,"8,99",Yes,Yes
354,KN95/FFP2 - Mascarilla de 4 capas (5 unidades),"3,7",23,"2,98",Yes,No
355,jfhrfged Protección 3 Capas con Elástico para Los Oídos Pack 200 unidades (Azul-200PC),"3,0",1,"10,50",Yes,No
356,WEWILL Oxímetro de Dedo con Pantalla LCD Pulsioxímetro de Pulso para Medición de SpO2 con Alarma,"4,1",39,"18,99",Yes,No
357,Bllueink - 2 Máscarillas de Adulto Comunitárias Lavables Nivel 3 Certificadas con 20 filtros con Gancho Salva orejas (MF7),"4,0",72,"10,90",Yes,No
358,"5 protectores a la moda ΜαscariΙΙas, 𝐌𝐚𝐬𝐜𝐡𝐞𝐫𝐞 lavables y reutilizables, de algodón, transpirables, para exteriores, unisex, 10 filtros de carbón activado reemplazables","4,4",696,"15,99",Yes,No
359,Mascarilla Protectora FFP2 NR INNOVAIR - 10 Unidades - Fabricación 100% Española CE 2797-5 capas (50 ud Negro EXPOSITOR),"3,5",57,"88,00",Yes,No
360,"12 unidades reutilizables y lavables, color negro","3,3",33,"15,99",Yes,No
361,"12 pieza Reutilizable Lavable transpirable, ajustable, negro, adulto, 5 * negro,3 * blanco,2 * rosa,1 * gris,1 * azul","2,8",8,"14,99",Yes,No
362,OVERMAL 50PCS Desechable Unidades Unisexo en Negro Patrón de Mariposa,,,"10,99",No,No
363,OVERMAL 50PCS Desechable Unidades Unisexo en Negro Patrón de Mariposa,,,"9,99",No,No
364,"EVANJ 50Piezas Impresión de dibujos animados de niños 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬, 3 Capas EVANJ910",,,"3,99",No,No
365,WEARK Mascarilla higienica reutilizable homologada 100% microfibra certificado 96 lavados funda interior para filtro y sistema de cierre trasero (Adulto M) Rosa- Picasiana,"4,1",72,"15,95",Yes,No
366,"MightyClean KN95-Mascarilla Protectora (5 Unidades, 5 Capas, plegada, KN95)","3,9",46,"2,85",Yes,No
367,"2 Algodón lavable reutilizable con válvula de respiración con 10 filtros de carbón activado,gases de escape, antialérgico polen, PM2.5, correr, ciclismo","3,0",1,"8,99",Yes,No
368,AstroAI Mascarillas Reutilizables para Adultos Mascarilla Anticontaminación Gris con Filtros Activos para Deporte para Correr y Ejercicios Negro con 7 Filtros y 6-Capas de Cada Filtros para Deportes,"4,2",59,"16,99",Yes,No
369,Anfipo Pack 6 Estuche Plegable para Guardar mascarilla desechable - Incluye 2 salvaorejas Gratis - Caja portátil para el Almacenamiento de mascarillas Portamascarillas para prevenir la contaminación,"3,9",179,"4,89",Yes,No
370,Pack 3 Mascarilla Higiénica de tela reutilizable y lavable hasta 50 veces homologada Negra (L),"3,4",23,"17,99",Yes,No
371,"Mascarilla Higiénica multifunción, lavable, con sujeción a la cabeza salva orejas, algodón, tallaje adulto, MA02.AE AZUL BANDERA ESPAÑA 1 CINTA","4,2",197,"9,95",Yes,No
372,Safta- Mascarilla (Real Madrid 822022896),"3,8",5,"18,62",Yes,No
373,Gpure 3 Pcs Niños Navidad Luces LED MA con Pilas 3 Modos de Iluminación Feliz Renos Y Papá Noel Luz Dibujos 2020 Fiesta 6 Colores Infantiles Niña Regalo Lámpara Algodón Accesorios De Disfraz (A),,,"6,69",No,No
374,"ARES 50PCS, tela no tejida de tres capas, salud/limpieza/exterior(10 piezas de rosa + 10 piezas de verde + 10 piezas de azul + 10 piezas de amarillo + 10 piezas de blanco) (5color)","4,6",12,"5,84",Yes,Yes
375,Mascarilla FFP2 Blanca [Pack 200 Unidades] Desechable de 5 Capas y Transpirables,,,"190,68",No,No
376,Mascarilla BANDERA DE ESPAÑA deportiva negra 3d homologada reutilizable y lavable,,,"14,90",No,No
377,Mascarilla de Tela Reutilizable - Calavera Halloween,"5,0",8,"14,99",Yes,No
378,"1 Piezas Masks-Mascarillas Adultos Visera Transparentes 𝐌𝐚𝐬𝐜𝐚𝐫𝐢𝐥𝐥𝐚𝐬, Reutilizables Lavable duradera Escudo facial Combine Protección Facial para Hombres y Mujeres","1,0",1,"8,00",Yes,No
379,"HMEDA 200 Piezas Cierre Cordon de Silicona para Tiras Elásticas, Cordón Cerradura de Resorte Hebilla de Cuerda Ajustable Antideslizante Ajustador de Cuerda Elástica","4,4",32,"2,99",Yes,No
380,"50 Piezas Estilo de Tema de Navidad Adultos Desechables mαsks, Moda Multicolor Adulto_Mascarilla Transpirable y Confortable Bufanda - Con 5 Patrones Diferentes Impresos",,,"8,72",No,No
381,"Recambios de filtros de carbón activado PM2.5 antiniebla, filtro de papel, con 5 capas exactas","4,3",43,"13,96",Yes,No
382,"Mascarilla Higienica WottoCare, 50 uds/caja, 3 Capas/BFE ≥ 95% Mascarilla Facial de Filtración Material Filtro y non-woven, Mascara Certificada/Homologada","4,1",1.229,"13,20",Yes,Yes
383,TBOC Mascarilla Higiénica No Reutilizable - [Pack 30 Unidades] Máscara 3 Capas [Amarillo] Ligera Suave y Transpirable [Desechables] con Pinza Nasal Protección Facial [Alta Filtración],,,"12,99",No,No
384,Facemask Scarf 2020top Maska Mascarilla desechable Denta Industrial 3ply Ear Loop Masque 200pcs,,,"27,00",No,No
385,Caja de 20 ud Mascarilla ffp2 de colores con marcado CE según Norma Europea EN 149:2001+A1:2009 (20 ud Gris),,,"29,80",No,No
386,WEWILL Oxímetro de Dedo con Pantalla LCD Pulsioxímetro de Pulso para Medición de SpO2 con Alarma,"4,1",39,"18,99",Yes,No
387,Bllueink - 2 Máscarillas de Adulto Comunitárias Lavables Nivel 3 Certificadas con 20 filtros con Gancho Salva orejas (MF7),"4,0",72,"10,90",Yes,No
388,Mascarilla Protectora FFP2 NR INNOVAIR - 10 Unidades - Fabricación 100% Española CE 2797-5 capas (50 ud Negro EXPOSITOR),"3,5",57,"88,00",Yes,No
389,Protección desechable Máscara facial Cubierta facial transpirable Industrial 3ply A prueba de polvo Loop Topmask Mascarillas 150PCS (guantes desechables gratis),,,"27,00",No,No
